id	file_name	file_size	md5sum	case.submitter_id
89b55346-3b4e-4c79-9838-960b0b63dfea	842aa67b-623e-4595-8019-bcc44b4cb203.rna_seq.transcriptome.gdc_realn.bam	9971583430	067cbdc7504b92ecefa03fc4573619e9	C3L-03513
972f155d-998a-4570-9957-a9f353e4ba85	af235ec2-8e46-4903-819d-967a8f000802.rna_seq.chimeric.gdc_realn.bam	65312248	222e880fafef3947612530ed52b6cc88	C3L-07035
509accf5-0f92-4207-ba6b-62b27798db47	af235ec2-8e46-4903-819d-967a8f000802.rna_seq.genomic.gdc_realn.bam	9866815856	68788b05b4719badc827ceae0f6685d4	C3L-07035
d52e4262-2c7c-45aa-92e8-66545097d732	af235ec2-8e46-4903-819d-967a8f000802.rna_seq.star_gene_counts.tsv.gz	413930	707f130cb33a50733186e756006dbe10	C3L-07035
8a0bcdc9-fbcf-42d1-891c-9f257b936b9e	af235ec2-8e46-4903-819d-967a8f000802.rna_seq.star_splice_junctions.tsv.gz	2966323	44efa5cc5c7b735eff12644f15041335	C3L-07035
532a5520-6adc-4927-9263-0c1c4b0b4bad	af235ec2-8e46-4903-819d-967a8f000802.rna_seq.transcriptome.gdc_realn.bam	10782705068	4b1f41c5454676bf803e1bb6867cdc4c	C3L-07035
fc53684f-fe59-428b-b5a7-cf28b42f0140	c56914a9-7024-46cd-b99d-26e452759db4.FPKM-UQ.txt.gz	425057	6d1eb09570dc63ac4634da2aae31f877	C3L-07034
a003336d-aa42-4c2b-8a85-aba8dc2c38f5	c56914a9-7024-46cd-b99d-26e452759db4.FPKM.txt.gz	322190	72430e138d87930213e086c3bb38c934	C3L-07034
5c498733-5a80-4693-a3d2-0fa02ab9a926	c56914a9-7024-46cd-b99d-26e452759db4.htseq_counts.txt.gz	250884	91abacef22be0ad08ef4a68e6636ecc5	C3L-07034
3375a850-cd16-4b61-8738-7ea1b843bbf7	c90a3c07-8b2f-4420-b756-8ee25517da9d.FPKM-UQ.txt.gz	439062	60d976880d4fa0df3e8277987a81c679	C3L-07037
99410e52-4a60-409d-a1dd-d6edb7538a20	c90a3c07-8b2f-4420-b756-8ee25517da9d.FPKM.txt.gz	334131	8e6ee22da04214446825281c99727c2c	C3L-07037
f6e2c7ba-1884-456f-8b6e-f979b0ccc351	c90a3c07-8b2f-4420-b756-8ee25517da9d.htseq_counts.txt.gz	257860	9edefdb9d3eaf7dc0553133145bf6b04	C3L-07037
2d59913a-5d89-4069-8539-f311fd9425bd	db13341b-c318-48b4-b16b-b3463f0fb93f.rna_seq.chimeric.gdc_realn.bam	38992789	9df7e0aabbb5a4bf17dcc33b9a3ffe0d	C3L-07036
e029a913-df36-4400-b90d-9e325b35d70c	db13341b-c318-48b4-b16b-b3463f0fb93f.rna_seq.genomic.gdc_realn.bam	7426531496	c29c1cbbb24ff10ef67a09cdb51cbcb5	C3L-07036
983a4982-0616-4c13-99cd-e41206c00676	db13341b-c318-48b4-b16b-b3463f0fb93f.rna_seq.star_gene_counts.tsv.gz	395631	efb7c66aa65f4d14caa8c863cf101049	C3L-07036
5f81f69b-d449-43e3-8487-08e8e9739af7	db13341b-c318-48b4-b16b-b3463f0fb93f.rna_seq.star_splice_junctions.tsv.gz	2574662	58c8a2efea83de6b12f15233cabc9c72	C3L-07036
e34adf40-8b81-426d-b5fa-ac255001b8e0	db13341b-c318-48b4-b16b-b3463f0fb93f.rna_seq.transcriptome.gdc_realn.bam	8248662090	8a91584cb6a3e4fe5199ace61d80d09e	C3L-07036
cacfb28b-9687-4e7e-91ea-060f3b2c982c	e220f05d-0551-4ea9-bd30-e1036ab49dfb.FPKM-UQ.txt.gz	444739	1d4bafb64e9890fa0fe5caee8c0f8fb8	C3L-07033
dea87199-ff26-45ce-bda7-09c320c3f41b	e220f05d-0551-4ea9-bd30-e1036ab49dfb.FPKM.txt.gz	335352	8ae429ede383540c4199c779ec6d75b8	C3L-07033
495be1d4-5d28-4088-a96d-6626e071369a	e220f05d-0551-4ea9-bd30-e1036ab49dfb.htseq_counts.txt.gz	258487	d0e35b6d2c55fc106c714ac868694efb	C3L-07033
