current_aliquot_id	correct_aliquot_id
da61d824-bd70-5a6c-a693-e823e3a11c05	e09c1088-82da-5717-866f-2c34de8095cb
c4d76cbd-7bdd-52ac-b9c6-fa6c94c9c92e	cb780444-1ce8-555d-b973-b2f90eea647e
663e87d8-12ef-50fd-9389-5cccfdc947aa	16da098d-7f0f-5b8d-9a20-cec2f4fb1307
236fd222-ec1a-5ff9-8b97-6fd508d0c719	5e0a4dcc-12d3-528d-a1bd-c04116ff5fc0
90b1ce8c-31e6-55de-9409-1fa70a5180d0	9d5280f2-2cff-5604-95d7-d81a27ced6f1
e72d1f9b-f4f0-555b-b4e3-0f5783f11ed4	767d108e-c54c-5275-b71c-aef54424eb35
16da098d-7f0f-5b8d-9a20-cec2f4fb1307	ffbc6086-8563-5b50-ab6c-3c19b7caa594
0de3b0b5-21a8-54d6-9d31-870d07b820f4	941edf9d-b6ab-5a49-9691-03b797217b1b
a6d5f674-905f-52a2-a443-c6e06b6d5a78	ee16ead7-df94-5ea2-b298-a7003c5a3612
d72fbb69-a1b7-522b-9f79-35b8475e4bc2	0a70b040-959b-54b9-947f-0d9d49ba457f
55a76269-7460-5204-9ad5-684d9eb18f24	a6d5f674-905f-52a2-a443-c6e06b6d5a78
ed6e594c-d1f0-5563-8362-068c897f8dfe	4aae0815-d0e2-5fa4-803f-397ee0148930
16b39c33-4e29-5d22-b17f-1b089d500c79	7dfad7d5-a1aa-592c-a868-ce669ec3a060
4aeef390-9125-56d1-b1e8-c87a54bdd934	921f0ee9-b621-57c0-bac0-5efd320ba080
5e0a4dcc-12d3-528d-a1bd-c04116ff5fc0	30cf3420-66a3-51b3-9bd7-7e2639fc9b87
a735ac4c-4566-58fb-896f-6fd4506ca26f	097d3688-cb90-5073-8aed-7c6286cf7a1d
e09c1088-82da-5717-866f-2c34de8095cb	ec6d8af4-02fb-562d-8d85-a5d6efdaaead
3ee3ec0b-5664-5ae2-bacf-12738e7ddc30	120d9030-0a4c-56b1-918e-894819d87fe5
9bdce9cd-4adb-5e7d-87fd-c09bff2b0e60	d41a646e-edd9-5440-a106-23a18bad5fc8
a83e05c1-4f92-56bc-a4fc-e5670b055259	c4d76cbd-7bdd-52ac-b9c6-fa6c94c9c92e
bde95322-bb48-5902-93a5-f0aab47dcf0a	26d3cbe3-e960-5ea5-9002-fe3d15a66712
c7465eb4-bce7-56ae-adcf-822cd81dbedc	0de3b0b5-21a8-54d6-9d31-870d07b820f4
b60ff20f-8c60-5a22-85fe-db4f2fe32b9a	f02dbb19-bf67-53fd-a201-54d02322264c
976a9770-7adf-5ce4-915c-6f7cffcc272e	b1b78812-0936-501a-a436-a8252d953091
bccb936d-1a79-586c-8e5b-ef69ff70919d	cd8b70b6-2946-5323-a407-56df7e9a70c1
45a07950-2b7b-551f-a82e-86fcf42467f2	4b3e7f04-a5e3-52d3-bbba-da6e8bec0494
8ad1e331-4a06-5199-9439-244b45b51cb1	62cbf8aa-0d6d-5b6f-b126-45fdcc0a48ce
d17ec10d-b97d-587b-a07c-59fb74860294	c732484c-b50c-5869-9c44-287a25004951
1358a6e1-0f20-54fb-a2df-36da978ab1f5	6d5a9cd8-0f91-5404-a819-d0ef2168a80b
1cfada7f-552d-5081-8da8-f748211b8c4e	11a4aadd-d46e-59ab-9293-ea96973b1668
346a5da1-592d-5ab7-b95b-28275db8812a	ef5331ca-58a7-587e-8e7a-4f0503ec4de4
275dfcd9-f9cd-57c7-80ad-6ee39c6d413c	837f4b1a-255c-551d-a2d5-0c2a1263207a
07344452-e5b5-529e-921e-24d18804c6c0	a6862aee-7667-54f7-8a5c-3a9537789af2
6d5a9cd8-0f91-5404-a819-d0ef2168a80b	2642f7cb-3263-5b5d-ae8d-9c3aae3d499e
768baffa-3b83-54a2-baae-c1c8d751b5e1	1a90d50f-d780-5440-9ade-79b58dbb8c85
837f4b1a-255c-551d-a2d5-0c2a1263207a	63737958-6d6f-50e9-9bc0-64322218a277
f87b482f-a462-5803-8199-7ba91fcc5cd0	d621e405-d1d7-509b-9f51-d60741a0cae5
1d5da160-113f-56ce-baa5-667a7e1a3e2c	4d95a85e-7c10-522b-8bfa-99cfade52d37
55881892-03ef-5684-872c-a2a98c5c0b0f	90b1ce8c-31e6-55de-9409-1fa70a5180d0
10b086c3-1bc2-58c8-b7b6-0854ca184779	dc12713d-f4c7-5aca-a049-d6a9a58bdb4d
c1c1ea01-2dd6-5e95-a19f-31bb58a9a7ba	93e42057-8699-539d-9c05-3ebc6c9dbc87
e3c1e6b8-9ecf-5944-8be5-3aefce296374	ad15700c-48a2-5aa9-8932-a9993bcfe5d5
b1b78812-0936-501a-a436-a8252d953091	1d5da160-113f-56ce-baa5-667a7e1a3e2c
39521cad-69a2-51a2-9806-31d8e5b12cbb	65480c14-b975-550b-a2bd-7f87ebe7d63d
7dfad7d5-a1aa-592c-a868-ce669ec3a060	0451facc-e97f-55e3-a166-c6ce379b2d05
65480c14-b975-550b-a2bd-7f87ebe7d63d	fc85f73f-e8c9-51a2-82c9-4fca53172f31
38e8a320-90c4-5fdf-b5b7-4930cddd949f	d72fbb69-a1b7-522b-9f79-35b8475e4bc2
3149474e-b441-55af-84c9-3bddf601dee6	55a76269-7460-5204-9ad5-684d9eb18f24
60d4db73-8b69-5a1e-811c-8676eedaf3c1	c2b6467f-bf1d-5d00-a6b5-7f3060ab2fd7
ffbc6086-8563-5b50-ab6c-3c19b7caa594	ed6e594c-d1f0-5563-8362-068c897f8dfe
d3c65d5f-bfa3-53f9-9c34-21f0922cc6d6	55881892-03ef-5684-872c-a2a98c5c0b0f
dc10b859-6c41-52f6-bd14-01cdb4c16552	bb71de8a-eb6c-50f9-8d9d-cf096bdd7df6
ef251c71-43c1-5a70-8e8e-ee6a63d878e7	5e5822b8-4bc0-526a-81b1-13766a7e89e9
b6875f23-aa45-522b-b855-50ea4f4da91b	1cfada7f-552d-5081-8da8-f748211b8c4e
30cf3420-66a3-51b3-9bd7-7e2639fc9b87	4aeef390-9125-56d1-b1e8-c87a54bdd934
62cbf8aa-0d6d-5b6f-b126-45fdcc0a48ce	559d61f2-18d0-5653-bc35-ddc6095fe1b9
c2b6467f-bf1d-5d00-a6b5-7f3060ab2fd7	9bdce9cd-4adb-5e7d-87fd-c09bff2b0e60
2a9b1baf-84fa-5dd2-bb0a-9ce9372373d2	ec9dcbd4-0231-5c2b-87fd-dc2b376aaa4d
5906c381-dfae-5b79-ae14-c294ec2fde5b	1358a6e1-0f20-54fb-a2df-36da978ab1f5
02e457e4-408a-50ca-90f0-e7cab928aa8d	cb636410-7681-59f7-8b6a-bfc37cf52da4
4aae0815-d0e2-5fa4-803f-397ee0148930	e84a2bdf-58d4-5525-b729-c8d84db77e3e
9a506427-54ae-5a83-b5b0-2c5219a3fca3	cff34706-f3b7-54d6-8e43-8d0cbd25126c
7004b0e7-a614-5ce8-8e32-306f17929e49	4f71979f-6506-5609-aa3f-8e7737f60e5b
50e1577d-c114-58a4-a085-1f8dc9a11e56	c7465eb4-bce7-56ae-adcf-822cd81dbedc
08345457-3a48-5d3b-90dd-29558d0a14ee	60d4db73-8b69-5a1e-811c-8676eedaf3c1
88da9cb9-9373-51be-8e37-ba2372edbaec	16b39c33-4e29-5d22-b17f-1b089d500c79
bb71de8a-eb6c-50f9-8d9d-cf096bdd7df6	bde95322-bb48-5902-93a5-f0aab47dcf0a
4f71979f-6506-5609-aa3f-8e7737f60e5b	411ce033-4f49-52df-8eac-8feb8e157207
82894ca3-3c31-5b14-a626-076a6d408002	45a07950-2b7b-551f-a82e-86fcf42467f2
1433c202-4b1b-56ab-83e0-a48bed790ef3	4119296d-d9c4-501b-8eaa-b0a6f6263a6e
81877682-3b3e-51fd-9fe8-252a7d229310	9dee1023-20e1-5c84-92ac-358d1e113b1b
532c9568-eb38-5b92-bba7-f08e2ca3b04e	551b7a24-9df7-5302-bfbc-addccca13fe3
6dacedcf-2971-5728-87ed-c3c90a28f098	768baffa-3b83-54a2-baae-c1c8d751b5e1
ec6d8af4-02fb-562d-8d85-a5d6efdaaead	a735ac4c-4566-58fb-896f-6fd4506ca26f
5004ec3e-27c2-589d-bae9-5a1cfae90e5d	cbf534b2-3d0e-53e7-b805-68e928f44c90
ef5331ca-58a7-587e-8e7a-4f0503ec4de4	bccb936d-1a79-586c-8e5b-ef69ff70919d
5e5822b8-4bc0-526a-81b1-13766a7e89e9	e72d1f9b-f4f0-555b-b4e3-0f5783f11ed4
e386e5bd-a715-5bcd-8a09-2dae49668f6b	4b736240-fd8d-5402-99fa-0e0dcbe1a5ec
175bf29e-8b57-5474-8f74-87fd7a80a0c7	81877682-3b3e-51fd-9fe8-252a7d229310
52c3cef8-39b6-5e47-991f-74847b5677dd	976a9770-7adf-5ce4-915c-6f7cffcc272e
092c8f95-e86b-55bd-ae48-680023bd6792	12fbd14e-25a0-5a79-8276-af41ca5c7826
7629ad1a-cb6e-572b-b6a7-02b874bf785b	f5a45dcd-f87d-5c08-975c-55d9780d1ed1
cf6d73d0-6e29-5a8c-8258-d50339e6a4fd	88da9cb9-9373-51be-8e37-ba2372edbaec
2b2cfe0c-52c0-5d1f-a97b-784078343f84	1433c202-4b1b-56ab-83e0-a48bed790ef3
6518e037-e044-5bdf-8336-63816449c73f	3149474e-b441-55af-84c9-3bddf601dee6
26d3cbe3-e960-5ea5-9002-fe3d15a66712	f040bca5-d68f-533e-befc-be9399eaa73a
ad15700c-48a2-5aa9-8932-a9993bcfe5d5	38c0ad36-0188-5650-98b7-0eff17ae03a0
f4fb3dfc-6622-51e0-99d6-950ae3b9c3e6	532c9568-eb38-5b92-bba7-f08e2ca3b04e
d621e405-d1d7-509b-9f51-d60741a0cae5	5cf3e61d-ad83-58c6-bcf2-acf93a56c715
767d108e-c54c-5275-b71c-aef54424eb35	6ee697db-9360-5214-9d48-58c7e03dcc43
03021118-1b00-58ec-b90d-0d97d3ff5fe1	29c3a4ac-24e8-56c6-b43b-8e1dfb4d010d
674d64a5-c017-546e-a94d-adbf7aab3826	8ad1e331-4a06-5199-9439-244b45b51cb1
4583a291-8566-526d-a2fb-ee88ed037cd6	ef251c71-43c1-5a70-8e8e-ee6a63d878e7
cbf534b2-3d0e-53e7-b805-68e928f44c90	346a5da1-592d-5ab7-b95b-28275db8812a
9d5280f2-2cff-5604-95d7-d81a27ced6f1	03f48068-41ca-5c45-928a-553c585d14e9
5cf3e61d-ad83-58c6-bcf2-acf93a56c715	d3c65d5f-bfa3-53f9-9c34-21f0922cc6d6
cb636410-7681-59f7-8b6a-bfc37cf52da4	5004ec3e-27c2-589d-bae9-5a1cfae90e5d
05fcd073-d2b9-58db-acdb-0e999aa7df92	7371a311-bf69-514a-a394-e92c281694ed
c109a713-bf18-5316-84fe-d89acf314e99	6280ef5f-8828-555b-9d7e-1b43b3b7dd1a
cff34706-f3b7-54d6-8e43-8d0cbd25126c	07344452-e5b5-529e-921e-24d18804c6c0
aa1eb195-f57f-5990-9b89-e9b382961162	a83e05c1-4f92-56bc-a4fc-e5670b055259
ba092e12-d36d-5ca9-af5f-ca0c65c188fd	10b086c3-1bc2-58c8-b7b6-0854ca184779
70c0e0f4-dec7-5d6c-bcc0-078cf51a03ee	57596c78-3252-567c-b293-6cf3897e487e
11a4aadd-d46e-59ab-9293-ea96973b1668	b60ff20f-8c60-5a22-85fe-db4f2fe32b9a
921f0ee9-b621-57c0-bac0-5efd320ba080	da61d824-bd70-5a6c-a693-e823e3a11c05
29c3a4ac-24e8-56c6-b43b-8e1dfb4d010d	c1c1ea01-2dd6-5e95-a19f-31bb58a9a7ba
3f7439bd-7bf7-54ee-bcf8-91182ca29f33	dc10b859-6c41-52f6-bd14-01cdb4c16552
4b736240-fd8d-5402-99fa-0e0dcbe1a5ec	4583a291-8566-526d-a2fb-ee88ed037cd6
38c0ad36-0188-5650-98b7-0eff17ae03a0	674d64a5-c017-546e-a94d-adbf7aab3826
2740b0ec-afc3-51a9-96d4-738fe28e1e15	03021118-1b00-58ec-b90d-0d97d3ff5fe1
6a2f12bf-2b24-5f53-bd11-836eb2824e39	05fcd073-d2b9-58db-acdb-0e999aa7df92
1a90d50f-d780-5440-9ade-79b58dbb8c85	08345457-3a48-5d3b-90dd-29558d0a14ee
f5a45dcd-f87d-5c08-975c-55d9780d1ed1	275dfcd9-f9cd-57c7-80ad-6ee39c6d413c
03f48068-41ca-5c45-928a-553c585d14e9	c3a7c126-3954-5273-bdc1-025bae9d608b
ec9dcbd4-0231-5c2b-87fd-dc2b376aaa4d	e3c1e6b8-9ecf-5944-8be5-3aefce296374
941edf9d-b6ab-5a49-9691-03b797217b1b	5906c381-dfae-5b79-ae14-c294ec2fde5b
a6862aee-7667-54f7-8a5c-3a9537789af2	6a2f12bf-2b24-5f53-bd11-836eb2824e39
6280ef5f-8828-555b-9d7e-1b43b3b7dd1a	5cb93e56-bbf1-580f-8a28-3a2b2c4c6740
57596c78-3252-567c-b293-6cf3897e487e	50e1577d-c114-58a4-a085-1f8dc9a11e56
f040bca5-d68f-533e-befc-be9399eaa73a	f6642ab2-9db3-5606-8487-25da917a06eb
12fbd14e-25a0-5a79-8276-af41ca5c7826	d0cf351c-7617-5e85-9d46-f534bd311c37
097d3688-cb90-5073-8aed-7c6286cf7a1d	7004b0e7-a614-5ce8-8e32-306f17929e49
5cb93e56-bbf1-580f-8a28-3a2b2c4c6740	54438829-40b9-535d-9eb8-70df3f08d7e2
411ce033-4f49-52df-8eac-8feb8e157207	9a506427-54ae-5a83-b5b0-2c5219a3fca3
551b7a24-9df7-5302-bfbc-addccca13fe3	5698c72b-45d7-55fc-a52d-8082f26471ac
f02dbb19-bf67-53fd-a201-54d02322264c	2740b0ec-afc3-51a9-96d4-738fe28e1e15
4d95a85e-7c10-522b-8bfa-99cfade52d37	ba092e12-d36d-5ca9-af5f-ca0c65c188fd
e84a2bdf-58d4-5525-b729-c8d84db77e3e	c109a713-bf18-5316-84fe-d89acf314e99
6ee697db-9360-5214-9d48-58c7e03dcc43	6dacedcf-2971-5728-87ed-c3c90a28f098
b3054bf3-4d49-53a1-a77c-f22965f9d4fb	aa1eb195-f57f-5990-9b89-e9b382961162
120d9030-0a4c-56b1-918e-894819d87fe5	39521cad-69a2-51a2-9806-31d8e5b12cbb
cd8b70b6-2946-5323-a407-56df7e9a70c1	175bf29e-8b57-5474-8f74-87fd7a80a0c7
b72e1eb4-a0d4-5ccf-975c-356f8e61acb5	e386e5bd-a715-5bcd-8a09-2dae49668f6b
1501ff31-ade6-532e-9720-32704cf36512	52c3cef8-39b6-5e47-991f-74847b5677dd
7c5d9570-99f4-52a2-a14e-02e2eaf56ac6	663e87d8-12ef-50fd-9389-5cccfdc947aa
0a70b040-959b-54b9-947f-0d9d49ba457f	236fd222-ec1a-5ff9-8b97-6fd508d0c719
63737958-6d6f-50e9-9bc0-64322218a277	38e8a320-90c4-5fdf-b5b7-4930cddd949f
