project_id	workflow	experimental_strategy	aliquot	reason
TARGET-WT	SomaticSniper Annotation	WXS	TARGET-50-PAKGZX-01A-01D	Failed Harmonization
TARGET-WT	SomaticSniper Annotation	WXS	TARGET-50-PAKGZX-10A-01D	Failed Harmonization
TARGET-WT	VarScan2 Annotation	WXS	TARGET-50-PAKGZX-01A-01D	Failed Harmonization
TARGET-WT	VarScan2 Annotation	WXS	TARGET-50-PAKGZX-10A-01D	Failed Harmonization
TCGA-ACC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-OR-A5JA-01A-11D-A29I-10	Contamination
TCGA-ACC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-OR-A5JA-10A-01D-A29L-10	Contamination
TCGA-ACC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-OR-A5LM-01A-11D-A29I-10	Contamination
TCGA-ACC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-OR-A5LM-10A-01D-A29L-10	Contamination
TCGA-BLCA	STAR 2-Pass Chimeric	RNA-Seq	TCGA-DK-A6AW-01A-11R-A30C-07	Failed Harmonization
TCGA-BLCA	STAR 2-Pass Chimeric	RNA-Seq	TCGA-E7-A97Q-01A-11R-A38B-07	Failed Harmonization
TCGA-BLCA	STAR 2-Pass Genome	RNA-Seq	TCGA-DK-A6AW-01A-11R-A30C-07	Failed Harmonization
TCGA-BLCA	STAR 2-Pass Genome	RNA-Seq	TCGA-E7-A97Q-01A-11R-A38B-07	Failed Harmonization
TCGA-BLCA	STAR 2-Pass Transcriptome	RNA-Seq	TCGA-DK-A6AW-01A-11R-A30C-07	Failed Harmonization
TCGA-BLCA	STAR 2-Pass Transcriptome	RNA-Seq	TCGA-E7-A97Q-01A-11R-A38B-07	Failed Harmonization
TCGA-BLCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-BL-A0C8-10A-01D-A271-08	Unpaired Aliquots
TCGA-BLCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-BL-A13J-10A-01D-A10S-08	Unpaired Aliquots
TCGA-BLCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-BT-A42F-01A-11D-A23U-08	Contamination
TCGA-BLCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-BT-A42F-10A-01D-A23U-08	Contamination
TCGA-BLCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-CU-A0YN-01A-21D-A10S-08	Contamination
TCGA-BLCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-CU-A0YN-11A-11D-A10S-08	Contamination
TCGA-BLCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-DK-A1AG-01A-11D-A13W-08	Contamination
TCGA-BLCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-DK-A1AG-10A-01D-A13W-08	Contamination
TCGA-BLCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-GU-A42R-01A-11D-A23M-08	Contamination
TCGA-BLCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-GU-A42R-10A-01D-A23K-08	Contamination
TCGA-BLCA	MuSE	WXS	TCGA-BL-A0C8-10A-01D-A271-08	Failed Harmonization
TCGA-BLCA	MuSE	WXS	TCGA-BL-A13J-10A-01D-A10S-08	Failed Harmonization
TCGA-BLCA	MuSE Annotation	WXS	TCGA-BL-A0C8-10A-01D-A271-08	Failed Harmonization
TCGA-BLCA	MuSE Annotation	WXS	TCGA-BL-A13J-10A-01D-A10S-08	Failed Harmonization
TCGA-BLCA	MuTect2	WXS	TCGA-BL-A0C8-10A-01D-A271-08	Failed Harmonization
TCGA-BLCA	MuTect2	WXS	TCGA-BL-A13J-10A-01D-A10S-08	Failed Harmonization
TCGA-BLCA	MuTect2 Annotation	WXS	TCGA-BL-A0C8-10A-01D-A271-08	Failed Harmonization
TCGA-BLCA	MuTect2 Annotation	WXS	TCGA-BL-A13J-10A-01D-A10S-08	Failed Harmonization
TCGA-BLCA	SomaticSniper	WXS	TCGA-BL-A0C8-10A-01D-A271-08	Failed Harmonization
TCGA-BLCA	SomaticSniper	WXS	TCGA-BL-A13J-10A-01D-A10S-08	Failed Harmonization
TCGA-BLCA	SomaticSniper Annotation	WXS	TCGA-BL-A0C8-10A-01D-A271-08	Failed Harmonization
TCGA-BLCA	SomaticSniper Annotation	WXS	TCGA-BL-A13J-10A-01D-A10S-08	Failed Harmonization
TCGA-BLCA	VarScan2	WXS	TCGA-BL-A0C8-10A-01D-A271-08	Failed Harmonization
TCGA-BLCA	VarScan2	WXS	TCGA-BL-A13J-10A-01D-A10S-08	Failed Harmonization
TCGA-BLCA	VarScan2 Annotation	WXS	TCGA-BL-A0C8-10A-01D-A271-08	Failed Harmonization
TCGA-BLCA	VarScan2 Annotation	WXS	TCGA-BL-A13J-10A-01D-A10S-08	Failed Harmonization
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A0CK-01A-11D-A228-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A0CK-10A-01D-A22A-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A0CO-01A-13D-A228-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A0CO-10A-01D-A22A-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A3KC-01A-11D-A20S-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A3KC-10A-01D-A20S-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A3XS-01A-11D-A22X-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A3XS-10A-01D-A22X-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A3XT-01A-11D-A22X-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A3XT-10A-01D-A22X-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A3XV-01A-21D-A23C-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A3XV-10A-01D-A23C-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A3XX-01A-21D-A23C-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A3XX-10A-01D-A23C-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A3XY-01A-11D-A23C-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A3XY-10A-01D-A23C-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A3XZ-01A-42D-A23C-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A3XZ-10A-01D-A23C-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A4RX-01A-11D-A25Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A4RX-10A-01D-A25Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A4RY-01A-31D-A25Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A4RY-10A-01D-A25Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A4S0-01A-21D-A25Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A2-A4S0-10A-01D-A25Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A0DB-10A-01W-A021-09	Unpaired Aliquots
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A13D-10A-02D-A272-09	Unpaired Aliquots
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A13E-10A-02D-A272-09	Unpaired Aliquots
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A13H-01A-11D-A228-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A13H-10A-01D-A22A-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A26E-10A-01D-A272-09	Unpaired Aliquots
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A26J-10A-01D-A272-09	Unpaired Aliquots
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A2KD-01A-31D-A21Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A2KD-10A-01D-A21Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A3IY-01A-21D-A21Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A3IY-10A-01D-A21Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A3IZ-01A-11D-A20S-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A3IZ-10A-01D-A20S-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A3J0-01A-11D-A20S-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A3J0-10A-01D-A20S-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A3J1-01A-11D-A20S-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A3J1-10A-01D-A20S-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A3RF-01A-11D-A228-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A3RF-10A-01D-A22A-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A425-01A-11D-A243-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A425-10A-01D-A243-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A426-01A-22D-A243-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A426-10A-01D-A243-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A4SA-01A-11D-A25Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A4SA-10A-01D-A25Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A4SB-01A-21D-A25Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A4SB-10A-01D-A25Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A4SD-01A-11D-A25Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A7-A4SD-10A-01D-A25Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A8-A07R-10B-01W-A055-09	Unpaired Aliquots
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A2FE-01A-11D-A19Y-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A2FE-11B-22D-A19Y-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A2FM-01A-11D-A19Y-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A2FM-11B-32D-A19Y-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A2QI-01A-12D-A19Y-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A2QI-10A-01D-A19Y-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A2QJ-01A-12D-A19Y-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A2QJ-11A-12D-A19Y-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A3BB-01A-21D-A19Y-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A3BB-10A-01D-A19Y-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A3EH-01A-22D-A228-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A3EH-11B-21D-A22A-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A3HN-01A-11D-A20S-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A3HN-10A-01D-A20S-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A3QP-01A-11D-A22X-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A3QP-10B-01D-A22X-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A3TM-01A-11D-A228-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A3TM-10A-01D-A22A-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A3TN-01A-11D-A228-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A3TN-10A-01D-A22A-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A3W5-01A-11D-A228-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A3W5-10A-01D-A22A-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A3W6-01A-12D-A228-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A3W6-10A-01D-A22A-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A3YJ-01A-11D-A22X-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AC-A3YJ-10A-01D-A22X-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AR-A1AM-01A-41D-A228-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AR-A1AM-10A-01D-A22A-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AR-A2LJ-01A-12D-A19Y-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AR-A2LJ-10A-01D-A19Y-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B6-A0I1-01A-11D-A21Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B6-A0I1-10A-01D-A21Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B6-A3ZX-01A-11D-A23C-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B6-A3ZX-10A-01D-A23C-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B6-A400-01A-11D-A23C-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B6-A400-10A-01D-A23C-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B6-A402-01A-11D-A23C-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B6-A402-10A-01D-A23C-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B6-A408-01A-12D-A243-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B6-A408-10A-01D-A243-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B6-A40B-01A-11D-A23C-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B6-A40B-10A-01D-A23C-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-BH-A0BG-01A-11D-A10Y-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-BH-A0BG-10A-01D-A110-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-BH-A0H5-01A-21D-A10Y-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-BH-A0H5-10A-01D-A110-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-BH-A1ES-06A-12D-A243-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-BH-A28O-01A-11D-A228-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-BH-A28O-10A-01D-A22A-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-BH-A42T-01A-11D-A243-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-BH-A42T-10A-01D-A243-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-C8-A3M7-01A-12D-A21Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-C8-A3M7-10A-01D-A21Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-C8-A3M8-01A-11D-A20S-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-C8-A3M8-10A-01D-A20S-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-D8-A3Z5-01A-41D-A243-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-D8-A3Z5-10A-01D-A243-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E2-A14S-01A-11D-A12B-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E2-A14S-10A-01D-A12B-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E2-A14U-01A-11D-A228-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E2-A14U-10A-01D-A22A-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E2-A1LE-01A-12D-A19Y-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E2-A1LE-11A-23D-A19Y-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E2-A1LI-01A-12D-A159-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E2-A1LI-11A-23D-A17G-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E2-A2P6-01A-11D-A19Y-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E2-A2P6-10B-01D-A19Y-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E2-A3DX-01A-21D-A20S-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E2-A3DX-10A-01D-A20S-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E9-A249-01A-11D-A167-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E9-A249-10A-01D-A167-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E9-A3HO-01A-11D-A20S-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E9-A3HO-10A-02D-A20S-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E9-A3Q9-01A-11D-A21Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E9-A3Q9-10A-01D-A21Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E9-A3QA-01A-61D-A228-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E9-A3QA-10A-01D-A22A-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E9-A54X-01A-11D-A25Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E9-A54X-10A-01D-A25Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E9-A5UP-01A-11D-A28B-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-E9-A5UP-10A-01D-A28E-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-EW-A1PC-01B-11D-A21Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-EW-A1PC-10A-01D-A21Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-EW-A2FR-01A-11D-A21Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-EW-A2FR-10A-01D-A21Q-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-EW-A3E8-01B-11D-A243-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-EW-A3E8-10A-01D-A243-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-EW-A3U0-01A-11D-A228-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-EW-A3U0-10A-01D-A22A-09	Contamination
TCGA-BRCA	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-EW-A423-01A-11D-A243-09	Contamination
